experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,target_coverage,actual_coverage,review_rate,confidence_threshold,selective_error,selective_macro_f1,accepted_attack_recall
advanced_core_s7,7,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,1.0,1.0,0.0,0.5000218202396339,0.0536985791943299,0.9345003514386854,0.9759440330564988
advanced_core_s7,7,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.95,0.9499983593468013,0.050001640653198676,0.7419135897472392,0.031477569065862264,0.9616349509777167,0.9862341343448449
advanced_core_s7,7,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.9,0.8999994531156005,0.10000054688439952,0.8296734758416111,0.02070566359904842,0.9739807885991644,0.9880354723768542
advanced_core_s7,7,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.8,0.7999989062312008,0.20000109376879915,0.9306409251086134,0.008333162431724807,0.9881555542770495,0.9879931130308706
advanced_core_s7,7,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.7,0.6999983593468013,0.3000016406531987,0.983145792910659,0.004562589113068615,0.9929765199581785,0.9948569777520948
advanced_core_s7,7,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.5,0.5,0.5,0.9996415695705849,0.0010664245791724546,0.9983919300359568,0.9994254374510316
advanced_core_s7,7,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,1.0,1.0,0.0,0.5007387204820688,0.0031281787655725334,0.9960069411396423,0.993965552509921
advanced_core_s7,7,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.95,0.952021831625231,0.04797816837476898,0.9955804642735346,0.00011201681975632034,0.9998527885333042,0.9999662720496475
advanced_core_s7,7,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.9,0.9045522657420675,0.09544773425793251,0.9973015810163106,9.068868991118554e-06,0.9999871990443274,0.9999868580139831
advanced_core_s7,7,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.8,0.81015454953132,0.18984545046867995,0.9996459425571582,0.0,1.0,1.0
advanced_core_s7,7,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.7,0.7000092970347928,0.29999070296520725,0.9998862449911124,0.0,1.0,1.0
advanced_core_s7,7,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,115,0.5,0.5003718813917114,0.4996281186082886,0.9999613355971306,0.0,1.0,1.0
advanced_core_s7,7,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,1.0,1.0,0.0,0.5002340519903314,0.45932273835956555,0.5394651241994969,0.3485488815228272
advanced_core_s7,7,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.95,0.9499983593468013,0.050001640653198676,0.7349398876455674,0.43652675996338747,0.561943735205721,0.36709290340961465
advanced_core_s7,7,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.9,0.8999994531156005,0.10000054688439952,0.7388852003715868,0.40527196881541727,0.5931433893052207,0.3974817940515892
advanced_core_s7,7,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.8,0.7999989062312008,0.20000109376879915,0.750581436379303,0.33150126808993524,0.6668305551536762,0.47565141707011915
advanced_core_s7,7,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.7,0.6999983593468013,0.3000016406531987,0.9824000685762729,0.280071876403836,0.7189760887493291,0.5428205210369469
advanced_core_s7,7,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.5,0.5,0.5,0.9936816947767892,0.02401916282936113,0.975838921086301,0.9529792190632932
