experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,label,precision,recall,f1,support
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,Benign,0.9972543636007061,0.854028573987818,0.9201010874744416,267936
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,Botnet_ARES,0.09056066579062637,1.0,0.1660809318204639,827
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,DDoS_LOIT,0.996529705719045,0.9998607242339833,0.9981924360400445,14360
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,DoS_GoldenEye,0.3669108669108669,0.9585326953748007,0.5306843267108168,1254
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,DoS_Hulk,0.9202831173267045,0.9257816974000688,0.923024218489794,52386
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,DoS_Slowhttptest,0.16451872734595246,0.793974732750243,0.2725604670558799,1029
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,DoS_Slowloris,0.32459016393442625,0.7654639175257731,0.45587106676899464,776
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,FTP-Patator,0.2856185797230907,0.8950314905528342,0.4330455391907906,1429
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,Heartbleed,0.00016305233980107615,0.5,0.00032599837000814997,2
advanced_core_s42,42,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,115,Port_Scan,0.9887570784937791,0.9885119219802471,0.9886344850388494,24199
