experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,bin,bin_lower,bin_upper,count,confidence_mean,positive_rate,abs_gap
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,4,0.4,0.5,4,0.4070509382371199,1.0,0.5929490617628801
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,5,0.5,0.6000000000000001,17,0.5329497408617618,1.0,0.46705025913823817
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,6,0.6000000000000001,0.7000000000000001,1,0.6933708318869269,0.0,0.6933708318869269
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,7,0.7000000000000001,0.8,11,0.7231212131727852,0.0,0.7231212131727852
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,8,0.8,0.9,3,0.8575301750301504,0.0,0.8575301750301504
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,9,0.9,1.0,0,,,
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,0,0.0,0.1,411782,0.005714008103060226,0.20629362138218765,0.20057961327912743
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,1,0.1,0.2,12115,0.14215868962925232,0.33000412711514654,0.18784543748589422
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,2,0.2,0.30000000000000004,86448,0.2372289779358948,0.9354872293170461,0.6982582513811513
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,3,0.30000000000000004,0.4,4671,0.34062630015114387,0.2605437807749946,0.08008251937614924
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,4,0.4,0.5,4752,0.4315725072226916,0.2895622895622896,0.142010217660402
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,5,0.5,0.6000000000000001,3449,0.5503809108212332,0.35024644824586837,0.20013446257536482
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,6,0.6000000000000001,0.7000000000000001,2228,0.6327809469692334,0.553411131059246,0.07936981590998737
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,7,0.7000000000000001,0.8,5423,0.7600302033301392,0.17665498801401439,0.5833752153161248
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,8,0.8,0.9,4955,0.8759614718721118,0.08758829465186681,0.788373177220245
advanced_core_s42,42,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,9,0.9,1.0,90843,0.9962565916261571,0.9502218112567837,0.04603478036937336
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,0,0.0,0.1,625946,0.0008793826283867938,0.41894029197406807,0.4180609093456813
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,1,0.1,0.2,481,0.1264777718889061,0.5072765072765073,0.38079873538760123
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,2,0.2,0.30000000000000004,20,0.22688322714047215,0.15,0.07688322714047216
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,3,0.30000000000000004,0.4,108,0.379178217239489,0.0,0.379178217239489
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,4,0.4,0.5,8,0.45715543695097904,0.0,0.45715543695097904
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,5,0.5,0.6000000000000001,10,0.5301542248730826,0.3,0.23015422487308262
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,6,0.6000000000000001,0.7000000000000001,54,0.6795668707504502,0.9259259259259259,0.24635905517547574
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,7,0.7000000000000001,0.8,31,0.7132402150899996,0.9354838709677419,0.2222436558777423
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,8,0.8,0.9,7,0.8786578444302071,0.14285714285714285,0.7358007015730643
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,626666,115,9,0.9,1.0,1,0.9203395016612178,0.0,0.9203395016612178
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,0,0.0,0.1,316933,0.007640406083045408,0.011885792896290383,0.004245386813244975
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,1,0.1,0.2,8489,0.1544054757128958,0.007892566851219225,0.1465129088616766
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,2,0.2,0.30000000000000004,6354,0.25083950731008564,0.010701920050361977,0.24013758725972367
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,3,0.30000000000000004,0.4,5072,0.35706988942882845,0.02858832807570978,0.3284815613531187
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,4,0.4,0.5,1711,0.44295083991457035,0.0,0.44295083991457035
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,5,0.5,0.6000000000000001,3492,0.5375771878287711,0.0,0.5375771878287711
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,6,0.6000000000000001,0.7000000000000001,3760,0.6594410312959834,0.00026595744680851064,0.659175073849175
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,7,0.7000000000000001,0.8,5457,0.75545346699872,0.005497526113249038,0.7499559408854709
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,8,0.8,0.9,7251,0.8549367550173435,0.0004137360364087712,0.8545230189809346
advanced_core_s42,42,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,9,0.9,1.0,2844,0.9638695203055118,0.01230661040787623,0.9515629098976355
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,0,0.0,0.1,357417,0.0006304044901750348,0.0065161981662875575,0.005885793676112523
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,1,0.1,0.2,553,0.15338682581749657,0.003616636528028933,0.14977018928946764
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,2,0.2,0.30000000000000004,288,0.22291361441694402,0.17708333333333334,0.045830281083610674
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,3,0.30000000000000004,0.4,122,0.35916605107730554,0.040983606557377046,0.3181824445199285
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,4,0.4,0.5,1290,0.47150106737970626,0.7782945736434108,0.30679350626370455
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,5,0.5,0.6000000000000001,827,0.5505352916485359,0.750906892382104,0.20037160073356808
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,6,0.6000000000000001,0.7000000000000001,532,0.660702291117064,0.10338345864661654,0.5573188324704474
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,7,0.7000000000000001,0.8,69,0.7311206381662632,0.014492753623188406,0.7166278845430748
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,8,0.8,0.9,67,0.8412089969623924,0.6567164179104478,0.1844925790519446
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,361363,115,9,0.9,1.0,198,0.965233108739463,0.020202020202020204,0.9450310885374428
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,0,0.0,0.1,189381,0.006483119074433398,0.003104852123497077,0.0033782669509363206
