experiment,model,feature_tier,split,seed,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_val,n_test,n_features,train_positive_rate,test_positive_rate,status,train_seconds,inference_seconds,model_path,error_type,error_message,f1,macro_f1,balanced_accuracy,mcc,brier_score,ece,auroc,auprc
fullcore_mem_s7,logistic_regression,deployment_safe,random_stratified,7,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,365708,115,0.26734992113139533,0.2673499075765365,completed,140.4174553419998,1.1015135839998038,,,,0.906698087211015,0.9345003514386854,0.9557143131961103,0.8735946258689933,0.038843093445427655,0.034396606000015234,0.9897763947057776,0.9706870003630174
fullcore_mem_s7,hist_gradient_boosting,deployment_safe,random_stratified,7,,171746c8753403c4,411d47df062d3116,7e8ccfc6874f639c,1706636,365708,365708,115,0.26734992113139533,0.2673499075765365,completed,68.23393150100037,3.00194528800057,,,,0.9941485770403257,0.9960069411396423,0.9959489472808771,0.992013913704587,0.002205223019906186,0.0009048230472843312,0.9999377907018766,0.9998042192203648
fullcore_mem_s7,logistic_regression,deployment_safe,temporal,7,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,365708,115,0.22634820781935924,0.7020163627812352,completed,180.92819843799953,1.029080260000228,,,,0.5162742831445645,0.5399385610079928,0.671566211800535,0.3641279196984426,0.3484404785581218,0.3946256689557285,0.9675933535493974,0.9831765982945027
fullcore_mem_s7,hist_gradient_boosting,deployment_safe,temporal,7,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,365708,115,0.22634820781935924,0.7020163627812352,completed,59.179284995999296,2.0432599790001404,,,,0.0007475325585469836,0.22996849499215313,0.5001135533346984,0.005936417625810321,0.6999648985681625,0.7008095301933452,0.8715838512385177,0.9247460556799805
fullcore_mem_s7,logistic_regression,deployment_safe,day_holdout_2017-07-07,7,,171746c8753403c4,411d47df062d3116,35d101b07c4e0bdf,1485336,326050,626666,115,0.2148900989405764,0.4189855521122895,completed,108.94028741300008,1.867185795000296,,,,0.48605290408626867,0.6358442640322166,0.6478178897800695,0.38861205807926674,0.24125400909540284,0.2589434720453463,0.9210097388227716,0.8697553928777568
fullcore_mem_s7,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,7,,171746c8753403c4,411d47df062d3116,35d101b07c4e0bdf,1485336,326050,626666,115,0.2148900989405764,0.4189855521122895,completed,58.230571764999695,4.719521345999965,,,,0.0001675520268083243,0.36757451766069954,0.5000158029578957,0.0019279764011102653,0.4177707237514173,0.41814778771014277,0.7364586673465736,0.6499711314521028
fullcore_mem_s7,logistic_regression,deployment_safe,scenario_holdout_Web,7,,171746c8753403c4,411d47df062d3116,a2cc81896f713cd5,1702884,373805,361363,115,0.31188912456749845,0.011390208737474506,completed,139.60165887600033,1.080589334999786,,,,0.003055141579731744,0.4823017205787681,0.4732336210624927,-0.023400800774943227,0.05187293394384014,0.060414633936277565,0.8677245483924371,0.04026565464924442
fullcore_mem_s7,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,7,,171746c8753403c4,411d47df062d3116,a2cc81896f713cd5,1702884,373805,361363,115,0.31188912456749845,0.011390208737474506,completed,55.221901504000016,2.0759921930002747,,,,0.000793178663493952,0.49688598646112025,0.4989483318365045,-0.004412419072750967,0.012465037447991713,0.012605136824673752,0.9469193432854842,0.1710865092985787
fullcore_mem_s7,logistic_regression,deployment_safe,endpoint_pair_holdout,7,,171746c8753403c4,411d47df062d3116,d8b72d643bafef8f,1985575,252921,199556,115,0.28860103496468276,0.17200184409388844,completed,203.87284319699938,0.45795219499996165,,,,0.7874551338629009,0.8649805552772996,0.9353404799576401,0.7550164629167656,0.06645792833257588,0.0881892215297254,0.9800451808747839,0.8482916969596457
fullcore_mem_s7,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,7,,171746c8753403c4,411d47df062d3116,d8b72d643bafef8f,1985575,252921,199556,115,0.28860103496468276,0.17200184409388844,completed,64.91015765599968,1.2052385700008017,,,,0.9860662652354772,0.9915831904338048,0.9921845718989735,0.9831680946231245,0.003490166387064001,0.0034788602010136023,0.9998351871351667,0.9993027377201388
