experiment,model,feature_tier,split,seed,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_val,n_test,n_features,train_positive_rate,test_positive_rate,status,train_seconds,inference_seconds,model_path,error_type,error_message,f1,macro_f1,balanced_accuracy,mcc,brier_score,ece,auroc,auprc
fullcore_mem_s42,logistic_regression,deployment_safe,random_stratified,42,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,365708,115,0.26734992113139533,0.2673499075765365,completed,117.62587873699977,1.1201642860000902,,,,0.9101218516874525,0.9370200788599229,0.9569701876047472,0.8780947360445714,0.039299624964474346,0.034485704952620044,0.9894765319210006,0.9694804874765666
fullcore_mem_s42,hist_gradient_boosting,deployment_safe,random_stratified,42,,171746c8753403c4,411d47df062d3116,7142d3fea5a410b5,1706636,365708,365708,115,0.26734992113139533,0.2673499075765365,completed,70.28738450900028,3.086266822000198,,,,0.994193119664673,0.9960364350810366,0.9961749846016275,0.9920730493643495,0.0022903794202615204,0.0008750942097586633,0.9999314423874004,0.9997876275108926
fullcore_mem_s42,logistic_regression,deployment_safe,temporal,42,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,365708,115,0.22634820781935924,0.7020163627812352,completed,181.69192485899976,1.1242013890000635,,,,0.5162742831445645,0.5399385610079928,0.671566211800535,0.3641279196984426,0.3484404785581218,0.3946256689557285,0.9675933535493974,0.9831765982945027
fullcore_mem_s42,hist_gradient_boosting,deployment_safe,temporal,42,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,365708,115,0.22634820781935924,0.7020163627812352,completed,60.31468768700006,2.1191871350001747,,,,0.0001324168013553249,0.22962434690665365,0.4999642852019795,-0.0034926837428646672,0.700627767033575,0.7012646825809125,0.7539868015822908,0.8639135848964592
fullcore_mem_s42,logistic_regression,deployment_safe,day_holdout_2017-07-07,42,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,326050,626666,115,0.2148900989405764,0.4189855521122895,completed,166.2303478519998,1.904510357000163,,,,0.48893759216418414,0.6376050669831531,0.6491665348265365,0.3911493746002551,0.23769156653836032,0.2552656365129288,0.9217253646493299,0.8706890984703997
fullcore_mem_s42,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,42,,171746c8753403c4,411d47df062d3116,b577629557e4a8ba,1485336,326050,626666,115,0.2148900989405764,0.4189855521122895,completed,59.19537239600004,4.888859105999927,,,,0.0006319788934278002,0.3678287207938393,0.5001305918710823,0.010052504526037509,0.4174978058284913,0.4179920878705509,0.8972479913562523,0.8002273750419708
fullcore_mem_s42,logistic_regression,deployment_safe,scenario_holdout_Web,42,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,373805,361363,115,0.31188912456749845,0.011390208737474506,completed,159.7217305420004,1.0274001750003663,,,,0.00512630014858841,0.4833178431927784,0.476562202829002,-0.020457194190590618,0.05175324897696518,0.06610984403853379,0.8665891046578981,0.03988615386327803
fullcore_mem_s42,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,42,,171746c8753403c4,411d47df062d3116,27742c07ee6fff58,1702884,373805,361363,115,0.31188912456749845,0.011390208737474506,completed,68.00238966999996,2.8163422659999924,,,,0.2496126699948356,0.6217662341210263,0.5867161377238995,0.2695077844736683,0.009355827760073739,0.009257760341587767,0.9349685954704858,0.2797738566302393
fullcore_mem_s42,logistic_regression,deployment_safe,endpoint_pair_holdout,42,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,483229,261061,115,0.3400637161537453,0.13555452557065206,completed,151.70973246599988,0.7459901429997444,,,,0.8055400111919419,0.8836567331012075,0.9530365431485679,0.7858923127154307,0.046626165778127254,0.058377424546366505,0.9845540876710648,0.8432048463467944
fullcore_mem_s42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,42,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,483229,261061,115,0.3400637161537453,0.13555452557065206,completed,66.8780840999998,2.023690654999882,,,,0.9856775408660942,0.9917089960553099,0.993882338393105,0.9834359853903601,0.0028260988512907783,0.001974601184208977,0.9998872481959918,0.9993434543562879
