experiment,model,feature_tier,split,seed,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_val,n_test,n_features,train_positive_rate,test_positive_rate,status,train_seconds,inference_seconds,model_path,error_type,error_message,f1,macro_f1,balanced_accuracy,mcc,brier_score,ece,auroc,auprc
fullcore_mem_s42,logistic_regression,no_identity,random_stratified,42,,171746c8753403c4,7d2ae6c897c9e461,7142d3fea5a410b5,1706636,365708,365708,117,0.26734992113139533,0.2673499075765365,completed,138.0039676639999,1.1416481009998733,,,,0.9083259479497222,0.9357176713913683,0.9561225022835174,0.8756848489595904,0.03851601922207662,0.034019428013720064,0.9895325141224897,0.9699183539924221
fullcore_mem_s42,hist_gradient_boosting,no_identity,random_stratified,42,,171746c8753403c4,7d2ae6c897c9e461,7142d3fea5a410b5,1706636,365708,365708,117,0.26734992113139533,0.2673499075765365,completed,69.9528136580002,3.0048204349998286,,,,0.9993251740744149,0.9995394090450087,0.9996399987743894,0.9990789116419956,0.0002811954786571404,0.00040436475526431565,0.999998116304127,0.99999469698747
fullcore_mem_s42,logistic_regression,no_identity,temporal,42,,171746c8753403c4,7d2ae6c897c9e461,b810bedb62f67dc0,1706636,365708,365708,117,0.22634820781935924,0.7020163627812352,completed,169.84363295799994,1.1015564809999887,,,,0.5166871756151964,0.5402045030211835,0.6717269016558369,0.3643249947743282,0.33316732058624043,0.38233921691952305,0.9650448329222076,0.9819841871461155
fullcore_mem_s42,hist_gradient_boosting,no_identity,temporal,42,,171746c8753403c4,7d2ae6c897c9e461,b810bedb62f67dc0,1706636,365708,365708,117,0.22634820781935924,0.7020163627812352,completed,68.60207260400011,2.3086813099998835,,,,0.00715669037999542,0.2335896379468024,0.5017681105783204,0.03214801832546244,0.6984112786839393,0.6990597118150139,0.7777714928059005,0.8772866450908918
fullcore_mem_s42,logistic_regression,no_identity,day_holdout_2017-07-07,42,,171746c8753403c4,7d2ae6c897c9e461,b577629557e4a8ba,1485336,326050,626666,117,0.2148900989405764,0.4189855521122895,completed,147.91199906199995,1.9619011489999139,,,,0.49235345014060133,0.6399233577506193,0.6510909704207034,0.39582165542687603,0.22557570622534812,0.2440035837142765,0.9245533043695755,0.8772074531750362
fullcore_mem_s42,hist_gradient_boosting,no_identity,day_holdout_2017-07-07,42,,171746c8753403c4,7d2ae6c897c9e461,b577629557e4a8ba,1485336,326050,626666,117,0.2148900989405764,0.4189855521122895,completed,48.743103477999966,3.304790296999954,,,,0.007798335647041867,0.37174108940268846,0.5018834629077289,0.044767180521420626,0.4156628786993454,0.408059762262703,0.8235487592197885,0.7384476765847998
fullcore_mem_s42,logistic_regression,no_identity,scenario_holdout_Web,42,,171746c8753403c4,7d2ae6c897c9e461,27742c07ee6fff58,1702884,373805,361363,117,0.31188912456749845,0.011390208737474506,completed,158.906150281,1.057560358000046,,,,0.005413442110479966,0.4839779433899301,0.47777227514198356,-0.019680895999797502,0.05059751907755484,0.05971666334489081,0.8691206718950686,0.040518695317376556
fullcore_mem_s42,hist_gradient_boosting,no_identity,scenario_holdout_Web,42,,171746c8753403c4,7d2ae6c897c9e461,27742c07ee6fff58,1702884,373805,361363,117,0.31188912456749845,0.011390208737474506,completed,70.04872511299982,2.675400909000018,,,,0.023327779100214236,0.508808734892997,0.5059019956447367,0.08168092320452269,0.010138697093135408,0.010435099264300881,0.9487432672115805,0.4533677061425259
fullcore_mem_s42,logistic_regression,no_identity,endpoint_pair_holdout,42,,171746c8753403c4,7d2ae6c897c9e461,9731161ce9edca4d,1693762,483229,261061,117,0.3400637161537453,0.13555452557065206,completed,130.950269339,0.7890176970004177,,,,0.81251843897143,0.8880977911723146,0.9533400645302212,0.7926897518339824,0.04606319730502787,0.055796705991369114,0.983104687572159,0.8403901012098975
fullcore_mem_s42,hist_gradient_boosting,no_identity,endpoint_pair_holdout,42,,171746c8753403c4,7d2ae6c897c9e461,9731161ce9edca4d,1693762,483229,261061,117,0.3400637161537453,0.13555452557065206,completed,68.36217677199966,1.9717190559999835,,,,0.9986301563316434,0.9992076134685287,0.9994157691388961,0.9984153902308395,0.0002949871403265848,0.00037289464104468746,0.9999933904667575,0.9999714254889832
