experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,label,precision,recall,f1,support
advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Heartbleed,0.00033206043499916984,1.0,0.0006639004149377593,2
advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Web_Brute_Force,0.11585890450243763,0.9853658536585366,0.2073389787015653,410
advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Web_SQL_Injection,0.000791765637371338,0.6666666666666666,0.0015816528272044287,3
advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Web_XSS,0.05489130434782609,0.9950738916256158,0.10404326551635333,203
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Heartbleed,0.0,0.0,0.0,2
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Web_Brute_Force,0.571764705882353,0.5926829268292683,0.5820359281437125,410
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Web_SQL_Injection,0.0037593984962406013,0.3333333333333333,0.007434944237918215,3
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,Web_XSS,0.46113989637305697,0.43842364532019706,0.4494949494949495,203
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,Heartbleed,0.0,0.0,0.0,0
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,Web_Brute_Force,0.0,0.0,0.0,0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,Heartbleed,0.0,0.0,0.0,0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,Web_Brute_Force,0.0,0.0,0.0,0
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,Heartbleed,0.0,0.0,0.0,0
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,Web_Brute_Force,0.0,0.0,0.0,0
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,Web_SQL_Injection,0.0,0.0,0.0,0
