feature,importance,importance_std,explain_sample_size,permutation_repeats,task,method,experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features
fwd_payload_bytes_variance,0.9682299888935517,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_max,1.8739848043443668,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_min,0.008142511959480604,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_mean,0.36706982995449766,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_std,0.4803590678454318,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_variance,0.14533914588087996,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
total_header_bytes,0.24406769465679354,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
max_header_bytes,6.691303103367896,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
min_header_bytes,8.12050554118593,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
mean_header_bytes,3.7466633277141645,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
std_header_bytes,3.7971575264148947,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_total_header_bytes,2.244234734692421,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_max_header_bytes,17.473173134194568,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_min_header_bytes,5.524459964964739,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_mean_header_bytes,9.32170856886283,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_std_header_bytes,1.5982923393800452,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_total_header_bytes,2.175413995993755,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_max_header_bytes,19.49904395767633,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_min_header_bytes,7.443459746496137,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_mean_header_bytes,5.2010885531368025,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_std_header_bytes,4.277035642605661,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_avg_segment_size,0.13411643566149747,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_avg_segment_size,2.708404768682626,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_segment_size,0.3670698303115846,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_init_win_bytes,0.4123950887613711,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_init_win_bytes,0.7642846006125025,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
active_min,0.19075264927349964,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
active_max,0.09761778031904494,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
active_mean,0.12466206413697734,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
active_std,0.17137762295012163,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
idle_min,2.1155458318878066,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
idle_max,3.736160877932314,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
idle_mean,0.13691857223971476,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
idle_std,0.4397575660224945,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bytes_rate,18.28233380006988,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_bytes_rate,18.237055342584558,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_bytes_rate,6.891731318775679,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packets_rate,0.03002143051880547,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_rate,0.045238383270097375,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_rate,0.004842431646836836,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
down_up_rate,0.8659117106501651,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_fwd_bytes_per_bulk,4.721384956309979,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_fwd_packets_per_bulk,2.373618760206002,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_fwd_bulk_rate,0.007311387921108793,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_bwd_bytes_per_bulk,10.80239919918962,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_bwd_packets_bulk_rate,20.48208191059586,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
avg_bwd_bulk_rate,0.16339170196728522,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_bulk_state_count,2.0910628125249278,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_bulk_total_size,8.586318466624137,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_bulk_per_packet,13.534860430533344,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_bulk_duration,2.3201199406090787,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_bulk_state_count,0.6887497418592369,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_bulk_total_size,1.902627053847355,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_bulk_per_packet,0.5892342514426518,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_bulk_duration,0.07063984994935822,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fin_flag_counts,0.25165025179209993,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
psh_flag_counts,0.037209947229721554,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
urg_flag_counts,0.0,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
ece_flag_counts,0.10350688808228327,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
syn_flag_counts,0.7506941993666842,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
ack_flag_counts,1.5537670881174972,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
cwr_flag_counts,0.13207740643754484,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
rst_flag_counts,1.1936515521489321,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_fin_flag_counts,0.15101579139257054,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_psh_flag_counts,3.299227917338742,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_urg_flag_counts,0.0,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_ece_flag_counts,0.13445175387554442,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_syn_flag_counts,1.4820969825121526,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_ack_flag_counts,3.8493091066011766,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_cwr_flag_counts,0.12415887317786184,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_rst_flag_counts,0.6139157366432638,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_fin_flag_counts,0.28871997095711643,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_psh_flag_counts,0.35731252639097644,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_urg_flag_counts,0.0,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_ece_flag_counts,0.0648665015359469,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_syn_flag_counts,0.20177212564680191,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_ack_flag_counts,0.1576580123695281,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_cwr_flag_counts,0.0561998431628993,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_rst_flag_counts,0.9168621448494372,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packets_IAT_mean,0.17455912668389784,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packet_IAT_std,1.238136523783061,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packet_IAT_max,0.1745497548154859,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packet_IAT_min,0.174558226578809,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packet_IAT_total,0.1745582499365296,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_IAT_mean,0.34177235708476833,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_IAT_std,0.48091674580450233,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_IAT_max,0.34176252716108246,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_IAT_min,0.3417683248564445,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_IAT_total,0.34177049329370573,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_IAT_mean,0.16322440063832006,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_IAT_std,0.1866147036768272,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_IAT_max,0.16323365414322766,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_IAT_min,0.16322877330279517,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_IAT_total,0.16322196834740618,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
subflow_fwd_packets,1.1787456664004505,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
subflow_bwd_packets,2.027232051864512,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
subflow_fwd_bytes,0.37435977226446876,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
subflow_bwd_bytes,0.37435977226446876,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
hour,1.272732681031584,,365708,0,binary,coefficient,advanced_core_s99,99,logistic_regression,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
duration,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
packets_count,0.0006653096022048999,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_packets_count,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_packets_count,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
total_payload_bytes,0.00262838619593464,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_total_payload_bytes,0.003283356592073794,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_total_payload_bytes,-6.050945384084017e-06,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
payload_bytes_max,0.0006583781760969298,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
payload_bytes_min,0.006708018632567647,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
payload_bytes_mean,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
payload_bytes_std,0.0013393480734565921,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
payload_bytes_variance,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_payload_bytes_max,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_payload_bytes_min,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_payload_bytes_mean,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_payload_bytes_std,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
fwd_payload_bytes_variance,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_max,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_min,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
bwd_payload_bytes_mean,0.0,0.0,2000,1,binary,permutation,advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115
