experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,target_coverage,actual_coverage,review_rate,confidence_threshold,selective_error,selective_macro_f1,accepted_attack_recall
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,0.7,0.7004714143524342,0.2995285856475658,0.9998880759066936,1.1711064613847162e-05,0.9999838117105131,0.9999670646356525
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,random_stratified,,171746c8753403c4,411d47df062d3116,70b357c6db894459,1706636,365708,115,0.5,0.5,0.5,0.9999659942725034,5.468843995756177e-06,0.9999874445321822,0.9999560246262094
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,1.0,1.0,0.0,0.5002340519903314,0.45932273835956555,0.5394651241994969,0.3485488815228272
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.95,0.9499983593468013,0.050001640653198676,0.7349398876455674,0.43652675996338747,0.561943735205721,0.36709290340961465
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.9,0.8999994531156005,0.10000054688439952,0.7388852003715868,0.40527196881541727,0.5931433893052207,0.3974817940515892
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.8,0.7999989062312008,0.20000109376879915,0.750581436379303,0.33150126808993524,0.6668305551536762,0.47565141707011915
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.7,0.6999983593468013,0.3000016406531987,0.9824000685762729,0.280071876403836,0.7189760887493291,0.5428205210369469
advanced_core_s99,99,logistic_regression,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.5,0.5,0.5,0.9936816947767892,0.02401916282936113,0.975838921086301,0.9529792190632932
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,1.0,1.0,0.0,0.525357628151244,0.7019343301212989,0.22970561253648836,0.00011685291723307873
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.95,0.9503510997845276,0.049648900215472413,0.9882402494279567,0.688356528969849,0.23759769930878355,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.9,0.9001225021055049,0.09987749789449507,0.9976424073476812,0.672196535655048,0.24687649426089422,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.8,0.8106740897109169,0.18932591028908308,0.9983045706796212,0.6365433264748541,0.2665700205826472,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.7,0.6999983593468013,0.3000016406531987,0.999902322577771,0.6248442352389695,0.2728096513679115,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,temporal,,171746c8753403c4,411d47df062d3116,b810bedb62f67dc0,1706636,365708,115,0.5,0.5475133166351297,0.4524866833648703,0.9999589747561108,0.5829695849772761,0.29429884538931106,0.0
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,1.0,1.0,0.0,0.5000016717701821,0.2996364889749883,0.6405335926841056,0.34892826130010207
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.95,0.9499988829775351,0.0500011170224649,0.7631761214706005,0.2853029906002029,0.6535864533145577,0.35641206920370233
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.9,0.8999993617014486,0.10000063829855144,0.767737704048044,0.24584440752554526,0.6940907077002468,0.408085977482088
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.8,0.8000003191492757,0.19999968085072428,0.9058200445427548,0.17753469250976894,0.7697667817833413,0.5051458227165961
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.7,0.6999996808507243,0.3000003191492757,0.982111058838732,0.09772811204880251,0.8669886363627104,0.668927060936134
advanced_core_s99,99,logistic_regression,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.5,0.5,0.5,0.9999386620890939,0.0020425553644206006,0.997119476733969,0.9956486190601571
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,1.0,1.0,0.0,0.5043554106250305,0.41888980732958225,0.3678409500705129,0.0003313477856827288
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.95,0.9619797467869646,0.03802025321303537,0.9623021010959854,0.3985949837436136,0.37554835294714783,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.9,0.9619797467869646,0.03802025321303537,0.9623021010959854,0.3985949837436136,0.37554835294714783,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.8,0.8000003191492757,0.19999968085072428,0.9992197328463667,0.33168572585487094,0.4005925529154775,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.7,0.7305725857155168,0.26942741428448325,0.9998253871729669,0.356369791951073,0.3915906417982844,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,day_holdout_2017-07-07,,171746c8753403c4,411d47df062d3116,b7f30cee2aaecfe2,1485336,626666,115,0.5,0.5014377674869867,0.49856223251301335,0.9999006276984453,0.22915406989695578,0.4352981346368113,0.0
advanced_core_s99,99,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,1.0,1.0,0.0,0.500016325713986,0.07399484728652353,0.48335403069970684,0.016763848396501458
advanced_core_s99,99,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.95,0.9499976477945999,0.05000235220540006,0.74322414241522,0.053787715485851775,0.4883903405620821,0.010403450900786603
advanced_core_s99,99,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.9,0.8999980628896705,0.10000193711032945,0.8633256832578687,0.030298930589805245,0.4961346239335073,0.00982928091050181
advanced_core_s99,99,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.8,0.7999988930798118,0.20000110692018824,0.9674448196388091,0.005205991213808848,0.5215230973449925,0.6101694915254238
advanced_core_s99,99,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.7,0.699999723269953,0.30000027673004703,0.9952942279528152,0.00344726709204045,0.535306791717495,0.6415094339622641
advanced_core_s99,99,logistic_regression,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.5,0.5000013836502354,0.4999986163497646,0.9997241503926395,0.0013947155776447018,0.6034245989038767,0.6346153846153846
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,1.0,1.0,0.0,0.5025072970200941,0.013651093222050957,0.4975752561497955,0.0012147716229348883
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.95,0.9503324911515567,0.04966750884844329,0.9958111341032345,0.006161641163024329,0.4984548293155975,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.9,0.9000340377957898,0.09996596220421017,0.9983095147049181,0.000605708417502206,0.4998485270213954,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.8,0.8000016603802824,0.19999833961971758,0.9994883082365774,0.00031823889363556804,0.4999204276150772,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.7,0.699999723269953,0.30000027673004703,0.9997388125389295,0.0003399827636645398,0.49991498985809235,0.0
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,scenario_holdout_Web,,171746c8753403c4,411d47df062d3116,b96020ab6ce77c9d,1702884,361363,115,0.5,0.5000069182511768,0.4999930817488232,0.9999216496097335,0.0,1.0,
advanced_core_s99,99,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,1.0,1.0,0.0,0.5000036045375688,0.03925105174849678,0.893119310275919,0.9366154159454231
advanced_core_s99,99,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.95,0.9499989892433026,0.050001010756697384,0.8427293430822974,0.019444378768175907,0.9434261240339075,0.9451160351383244
advanced_core_s99,99,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.9,0.9000002246125994,0.09999977538740057,0.9195565417238087,0.00832563827397739,0.9685195094688014,0.9462649753347427
advanced_core_s99,99,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.8,0.8000004492251989,0.19999955077480114,0.9819943111813657,0.004677554756309505,0.8159872630484039,0.6984050265828903
advanced_core_s99,99,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.7,0.7000006738377983,0.2999993261622017,0.9998376782177809,0.0008856145394804394,0.865275307337773,0.751503006012024
advanced_core_s99,99,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.5,0.5000056153149854,0.49999438468501456,0.9999999999987598,0.00022011787536836051,0.9245603149466344,0.770949720670391
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,1.0,1.0,0.0,0.5004873329017356,0.005467070669862155,0.9827787960627623,0.9541034517869871
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.95,0.9500057276212852,0.04999427237871479,0.9986757390945307,0.0027284355472121016,0.9910763091341673,0.9679165271733066
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.9,0.9000047168645878,0.09999528313541217,0.9996958043167534,0.0026104838629171533,0.9914686744615835,0.9693186502561687
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.8,0.8000004492251989,0.19999955077480114,0.9999293065159265,0.0005587235273142806,0.9977231167769007,0.9916954133128912
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.7,0.7000366118537054,0.29996338814629464,0.9999690242581909,5.7754504851378404e-05,0.8043333863951316,0.5
advanced_core_s99,99,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,cad9f8afa02fb37b,1782463,445211,115,0.5,0.5001111832367124,0.49988881676328756,0.9999945480174629,1.7965013136915856e-05,0.4999955087063727,
