experiment,seed,model,feature_tier,unknown_family,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,unknown_support,status,train_seconds,inference_seconds,warning_count,convergence_warning_count,score_name,unknown_auroc_score,unknown_auprc_score,unknown_attack_recall_as_attack,review_rate_at_p90_score,unknown_recall_at_p90_score
open_set_if_s7,7,isolation_forest,deployment_safe,Web,open_set_Web,,171746c8753403c4,411d47df062d3116,3ca6c15327c59fe5,1702884,361363,115,4116,completed,19.008896732997528,4.663414141999965,0,0,anomaly_score,0.7142524352143813,0.020378882486413074,0.023080660835762875,0.10000193711032951,0.024295432458697766
open_set_if_s7,7,isolation_forest,deployment_safe,Botnet,open_set_Botnet,,171746c8753403c4,411d47df062d3116,616f9199658c2216,1701743,362755,115,5508,completed,18.49162420400171,4.644822537997243,0,0,anomaly_score,0.7634530956684432,0.0420757407560121,0.007988380537400145,0.1000013783407534,0.007988380537400145
open_set_if_s7,7,isolation_forest,deployment_safe,PortScan,open_set_PortScan,,171746c8753403c4,411d47df062d3116,f334b2cb270fc098,1573975,518570,115,161323,completed,18.826748171999498,6.02670524000132,0,0,anomaly_score,0.8916644728759683,0.6437667916702956,0.003161359508563565,0.10013305821779124,0.12517124030671387
open_set_if_s7,7,isolation_forest,deployment_safe,DDoS,open_set_DDoS,,171746c8753403c4,411d47df062d3116,e62eb2a8b59463e4,1627759,452980,115,95733,completed,19.00135659100124,5.4271538729990425,0,0,anomaly_score,0.9663441768763336,0.7318567131616592,0.9990703310248294,0.10000662280895403,0.35749428096894487
