experiment,model,feature_tier,split,seed,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_val,n_test,n_features,train_positive_rate,test_positive_rate,status,train_seconds,inference_seconds,warning_count,convergence_warning_count,warning_messages,model_path,error_type,error_message,f1,macro_f1,balanced_accuracy,mcc,brier_score,ece,auroc,auprc
fullcore_lr2000_nohour_s7,logistic_regression,no_identity,random_stratified,7,,84c7f5218d18d560,fec4a9b95ffa7c10,7e8ccfc6874f639c,1706636,365708,365708,116,0.26734992113139533,0.2673499075765365,completed,192.5899272070019,1.2967413600017608,0,0,,,,,0.8853642691415313,0.9187402525589653,0.9461891109788991,0.8453246559331539,0.04771777225374411,0.04050012924863888,0.9900041153150098,0.9724791489311662
fullcore_lr2000_nohour_s7,logistic_regression,no_identity,temporal,7,,84c7f5218d18d560,fec4a9b95ffa7c10,b810bedb62f67dc0,1706636,365708,365708,116,0.22634820781935924,0.7020163627812352,completed,178.97209602400108,1.4215665560004709,0,0,,,,,0.7955692022793962,0.7428854186158736,0.801776620297969,0.5521062328341589,0.12619184156312568,0.15999201733610344,0.9630974035582927,0.9805357800670802
fullcore_lr2000_nohour_s7,logistic_regression,no_identity,day_holdout_2017-07-07,7,,84c7f5218d18d560,fec4a9b95ffa7c10,35d101b07c4e0bdf,1485336,326050,626666,116,0.2148900989405764,0.4189855521122895,completed,147.980099274002,2.352514093996433,0,0,,,,,0.7663339063217348,0.8134706242447919,0.8055862608107571,0.6421406433866483,0.09547147932879069,0.09331229564317664,0.9622821150124706,0.9401430996161599
fullcore_lr2000_nohour_s7,logistic_regression,no_identity,scenario_holdout_Web,7,,84c7f5218d18d560,fec4a9b95ffa7c10,a2cc81896f713cd5,1702884,373805,361363,116,0.31188912456749845,0.011390208737474506,completed,181.79508705899934,1.393912168998213,0,0,,,,,0.0023397970226082887,0.4763991896874971,0.46282234440573183,-0.02856461028978953,0.06265870588599388,0.0760238413879469,0.8219512319459346,0.030133350264562136
fullcore_lr2000_nohour_s7,logistic_regression,no_identity,endpoint_pair_holdout,7,,84c7f5218d18d560,fec4a9b95ffa7c10,d8b72d643bafef8f,1985575,252921,199556,116,0.28860103496468276,0.17200184409388844,completed,282.4859173820005,0.5329300040029921,0,0,,,,,0.740224769110938,0.8323652480086869,0.9170973164808287,0.7024100192121827,0.08086281497023744,0.10433153248013141,0.982006274443459,0.8844924961882484
fullcore_lr2000_nohour_s7,logistic_regression,deployment_safe,random_stratified,7,,84c7f5218d18d560,cecaa9a7257915f2,7e8ccfc6874f639c,1706636,365708,365708,114,0.26734992113139533,0.2673499075765365,completed,191.7905020979997,1.2604269129988097,0,0,,,,,0.8813026657967525,0.9155097325713817,0.9457302916552752,0.840507236782413,0.04889927082193775,0.04127046084269976,0.9877528392670205,0.9667891458220886
fullcore_lr2000_nohour_s7,logistic_regression,deployment_safe,temporal,7,,84c7f5218d18d560,cecaa9a7257915f2,b810bedb62f67dc0,1706636,365708,365708,114,0.22634820781935924,0.7020163627812352,completed,240.72319725299894,1.3714652130001923,0,0,,,,,0.8015593027405242,0.7485870609332683,0.8062302636711777,0.5603293920470367,0.11923213364753588,0.1643242403617502,0.9697686373627449,0.9839818455979024
fullcore_lr2000_nohour_s7,logistic_regression,deployment_safe,day_holdout_2017-07-07,7,,84c7f5218d18d560,cecaa9a7257915f2,35d101b07c4e0bdf,1485336,326050,626666,114,0.2148900989405764,0.4189855521122895,completed,156.12300804700135,2.3044672699979856,0,0,,,,,0.7658483101761315,0.8131819841093951,0.8052627611044838,0.6417932858900278,0.096083336890298,0.09778617294284711,0.9580348796074462,0.924990563078586
fullcore_lr2000_nohour_s7,logistic_regression,deployment_safe,scenario_holdout_Web,7,,84c7f5218d18d560,cecaa9a7257915f2,a2cc81896f713cd5,1702884,373805,361363,114,0.31188912456749845,0.011390208737474506,completed,168.3220444180006,1.3764851539999654,0,0,,,,,0.0022371990268184234,0.4751501032100933,0.4606277843394472,-0.029561764846959923,0.0643955483654072,0.07913289960853075,0.8230327689506963,0.03052068184147344
fullcore_lr2000_nohour_s7,logistic_regression,deployment_safe,endpoint_pair_holdout,7,,84c7f5218d18d560,cecaa9a7257915f2,d8b72d643bafef8f,1985575,252921,199556,114,0.28860103496468276,0.17200184409388844,completed,182.11669424199863,0.5255920059971686,0,0,,,,,0.7360738787434487,0.828843714383992,0.919068470046494,0.6999600540707119,0.08327148208769061,0.10870039857000682,0.984557415677574,0.8889295765690052
